x,y,B2,B3,B4,Class_ID
678380.277095105,4763451.26770531,174,422,280,3
678382.794740969,4763451.26770531,174,422,280,3
678385.312386832,4763451.26770531,174,422,280,3
678387.830032696,4763451.26770531,174,422,280,3
678390.34767856,4763451.26770531,166,461,257,3
678392.865324424,4763451.26770531,166,461,257,3
678395.382970287,4763451.26770531,166,461,257,3
678397.900616151,4763451.26770531,166,461,257,3
678400.418262015,4763451.26770531,176,382,217,3
677985.006694489,4763448.7764365,977,1132,1251,1
677987.524340353,4763448.7764365,977,1132,1251,1
677990.041986217,4763448.7764365,927,1067,1262,1
677992.559632081,4763448.7764365,927,1067,1262,1
677995.077277944,4763448.7764365,927,1067,1262,1
677997.594923808,4763448.7764365,927,1067,1262,1
678000.112569672,4763448.7764365,931,1094,1244,1
678002.630215536,4763448.7764365,931,1094,1244,1
678005.1478614,4763448.7764365,931,1094,1244,1
678007.665507263,4763448.7764365,931,1094,1244,1
678010.183153127,4763448.7764365,948,1101,1225,1
678012.700798991,4763448.7764365,948,1101,1225,1
678015.218444855,4763448.7764365,948,1101,1225,1
678017.736090719,4763448.7764365,948,1101,1225,1
678020.253736582,4763448.7764365,989,1124,1259,1
678022.771382446,4763448.7764365,989,1124,1259,1
678025.28902831,4763448.7764365,989,1124,1259,1
678027.806674174,4763448.7764365,989,1124,1259,1
678030.324320038,4763448.7764365,1061,1169,1226,1
678360.135928194,4763448.7764365,250,456,379,3
678362.653574058,4763448.7764365,250,456,379,3
678365.171219922,4763448.7764365,250,456,379,3
678367.688865786,4763448.7764365,250,456,379,3
678370.20651165,4763448.7764365,232,426,321,3
678372.724157513,4763448.7764365,232,426,321,3
678375.241803377,4763448.7764365,232,426,321,3
678377.759449241,4763448.7764365,232,426,321,3
678380.277095105,4763448.7764365,224,452,286,3
678382.794740969,4763448.7764365,224,452,286,3
678385.312386832,4763448.7764365,224,452,286,3
678387.830032696,4763448.7764365,224,452,286,3
678390.34767856,4763448.7764365,178,363,253,3
678392.865324424,4763448.7764365,178,363,253,3
678395.382970287,4763448.7764365,178,363,253,3
678397.900616151,4763448.7764365,178,363,253,3
678400.418262015,4763448.7764365,99,291,208,3
678402.935907879,4763448.7764365,99,291,208,3
678405.453553743,4763448.7764365,99,291,208,3
677990.041986217,4763446.28516768,927,1067,1262,1
677992.559632081,4763446.28516768,927,1067,1262,1
677995.077277944,4763446.28516768,927,1067,1262,1
677997.594923808,4763446.28516768,927,1067,1262,1
678000.112569672,4763446.28516768,931,1094,1244,1
678002.630215536,4763446.28516768,931,1094,1244,1
678005.1478614,4763446.28516768,931,1094,1244,1
678007.665507263,4763446.28516768,931,1094,1244,1
678010.183153127,4763446.28516768,948,1101,1225,1
678012.700798991,4763446.28516768,948,1101,1225,1
678015.218444855,4763446.28516768,948,1101,1225,1
678017.736090719,4763446.28516768,948,1101,1225,1
678020.253736582,4763446.28516768,989,1124,1259,1
678022.771382446,4763446.28516768,989,1124,1259,1
678025.28902831,4763446.28516768,989,1124,1259,1
678027.806674174,4763446.28516768,989,1124,1259,1
678360.135928194,4763446.28516768,250,456,379,3
678362.653574058,4763446.28516768,250,456,379,3
678365.171219922,4763446.28516768,250,456,379,3
678367.688865786,4763446.28516768,250,456,379,3
678370.20651165,4763446.28516768,232,426,321,3
678372.724157513,4763446.28516768,232,426,321,3
678375.241803377,4763446.28516768,232,426,321,3
678377.759449241,4763446.28516768,232,426,321,3
678380.277095105,4763446.28516768,224,452,286,3
678382.794740969,4763446.28516768,224,452,286,3
678385.312386832,4763446.28516768,224,452,286,3
678387.830032696,4763446.28516768,224,452,286,3
678390.34767856,4763446.28516768,178,363,253,3
678392.865324424,4763446.28516768,178,363,253,3
678395.382970287,4763446.28516768,178,363,253,3
678397.900616151,4763446.28516768,178,363,253,3
678400.418262015,4763446.28516768,99,291,208,3
678402.935907879,4763446.28516768,99,291,208,3
678405.453553743,4763446.28516768,99,291,208,3
678407.971199607,4763446.28516768,99,291,208,3
678410.48884547,4763446.28516768,205,407,251,3
678413.006491334,4763446.28516768,205,407,251,3
679754.911736736,4763446.28516768,934,1196,1189,2
679757.429382599,4763446.28516768,934,1196,1189,2
679759.947028463,4763446.28516768,934,1196,1189,2
679762.464674327,4763446.28516768,1264,1145,1277,2
677997.594923808,4763443.79389887,927,1067,1262,1
678000.112569672,4763443.79389887,931,1094,1244,1
678002.630215536,4763443.79389887,931,1094,1244,1
678005.1478614,4763443.79389887,931,1094,1244,1
678007.665507263,4763443.79389887,931,1094,1244,1
678010.183153127,4763443.79389887,948,1101,1225,1
678012.700798991,4763443.79389887,948,1101,1225,1
678015.218444855,4763443.79389887,948,1101,1225,1
678017.736090719,4763443.79389887,948,1101,1225,1
678020.253736582,4763443.79389887,989,1124,1259,1
678022.771382446,4763443.79389887,989,1124,1259,1
678025.28902831,4763443.79389887,989,1124,1259,1
678357.618282331,4763443.79389887,182,440,336,3
678360.135928194,4763443.79389887,250,456,379,3
678362.653574058,4763443.79389887,250,456,379,3
678365.171219922,4763443.79389887,250,456,379,3
678367.688865786,4763443.79389887,250,456,379,3
678370.20651165,4763443.79389887,232,426,321,3
678372.724157513,4763443.79389887,232,426,321,3
678375.241803377,4763443.79389887,232,426,321,3
678377.759449241,4763443.79389887,232,426,321,3
678380.277095105,4763443.79389887,224,452,286,3
678382.794740969,4763443.79389887,224,452,286,3
678385.312386832,4763443.79389887,224,452,286,3
678387.830032696,4763443.79389887,224,452,286,3
678390.34767856,4763443.79389887,178,363,253,3
678392.865324424,4763443.79389887,178,363,253,3
678395.382970287,4763443.79389887,178,363,253,3
678397.900616151,4763443.79389887,178,363,253,3
678400.418262015,4763443.79389887,99,291,208,3
678402.935907879,4763443.79389887,99,291,208,3
678405.453553743,4763443.79389887,99,291,208,3
678407.971199607,4763443.79389887,99,291,208,3
678410.48884547,4763443.79389887,205,407,251,3
678413.006491334,4763443.79389887,205,407,251,3
678415.524137198,4763443.79389887,205,407,251,3
678418.041783062,4763443.79389887,205,407,251,3
679754.911736736,4763443.79389887,934,1196,1189,2
679757.429382599,4763443.79389887,934,1196,1189,2
679759.947028463,4763443.79389887,934,1196,1189,2
679762.464674327,4763443.79389887,1264,1145,1277,2
678002.630215536,4763441.30263006,931,1094,1244,1
678005.1478614,4763441.30263006,931,1094,1244,1
678007.665507263,4763441.30263006,931,1094,1244,1
678010.183153127,4763441.30263006,948,1101,1225,1
678012.700798991,4763441.30263006,948,1101,1225,1
678015.218444855,4763441.30263006,948,1101,1225,1
678017.736090719,4763441.30263006,948,1101,1225,1
678020.253736582,4763441.30263006,989,1124,1259,1
678022.771382446,4763441.30263006,989,1124,1259,1
678025.28902831,4763441.30263006,989,1124,1259,1
678357.618282331,4763441.30263006,182,440,336,3
678360.135928194,4763441.30263006,250,456,379,3
678362.653574058,4763441.30263006,250,456,379,3
678365.171219922,4763441.30263006,250,456,379,3
678367.688865786,4763441.30263006,250,456,379,3
678370.20651165,4763441.30263006,232,426,321,3
678372.724157513,4763441.30263006,232,426,321,3
678375.241803377,4763441.30263006,232,426,321,3
678377.759449241,4763441.30263006,232,426,321,3
678380.277095105,4763441.30263006,224,452,286,3
678382.794740969,4763441.30263006,224,452,286,3
678385.312386832,4763441.30263006,224,452,286,3
678387.830032696,4763441.30263006,224,452,286,3
678390.34767856,4763441.30263006,178,363,253,3
678392.865324424,4763441.30263006,178,363,253,3
678395.382970287,4763441.30263006,178,363,253,3
678397.900616151,4763441.30263006,178,363,253,3
678400.418262015,4763441.30263006,99,291,208,3
678402.935907879,4763441.30263006,99,291,208,3
678405.453553743,4763441.30263006,99,291,208,3
678407.971199607,4763441.30263006,99,291,208,3
678410.48884547,4763441.30263006,205,407,251,3
678413.006491334,4763441.30263006,205,407,251,3
678415.524137198,4763441.30263006,205,407,251,3
679754.911736736,4763441.30263006,934,1196,1189,2
679757.429382599,4763441.30263006,934,1196,1189,2
679759.947028463,4763441.30263006,934,1196,1189,2
679762.464674327,4763441.30263006,1264,1145,1277,2
678007.665507263,4763438.81136125,948,1136,1268,1
678010.183153127,4763438.81136125,945,1134,1253,1
678012.700798991,4763438.81136125,945,1134,1253,1
678015.218444855,4763438.81136125,945,1134,1253,1
678017.736090719,4763438.81136125,945,1134,1253,1
678020.253736582,4763438.81136125,935,1152,1244,1
678022.771382446,4763438.81136125,935,1152,1244,1
678355.100636467,4763438.81136125,244,407,330,3
678357.618282331,4763438.81136125,244,407,330,3
678360.135928194,4763438.81136125,248,442,370,3
678362.653574058,4763438.81136125,248,442,370,3
678365.171219922,4763438.81136125,248,442,370,3
678367.688865786,4763438.81136125,248,442,370,3
678370.20651165,4763438.81136125,242,398,327,3
678372.724157513,4763438.81136125,242,398,327,3
678375.241803377,4763438.81136125,242,398,327,3
678377.759449241,4763438.81136125,242,398,327,3
678380.277095105,4763438.81136125,240,405,326,3
678382.794740969,4763438.81136125,240,405,326,3
678385.312386832,4763438.81136125,240,405,326,3
678387.830032696,4763438.81136125,240,405,326,3
678390.34767856,4763438.81136125,222,377,362,3
678392.865324424,4763438.81136125,222,377,362,3
678395.382970287,4763438.81136125,222,377,362,3
678397.900616151,4763438.81136125,222,377,362,3
678400.418262015,4763438.81136125,161,366,266,3
678402.935907879,4763438.81136125,161,366,266,3
678405.453553743,4763438.81136125,161,366,266,3
678407.971199607,4763438.81136125,161,366,266,3
678410.48884547,4763438.81136125,209,464,318,3
678413.006491334,4763438.81136125,209,464,318,3
679754.911736736,4763438.81136125,1229,1379,1408,2
679757.429382599,4763438.81136125,1229,1379,1408,2
679759.947028463,4763438.81136125,1229,1379,1408,2
679762.464674327,4763438.81136125,1497,1508,1600,2
678015.218444855,4763436.32009244,945,1134,1253,1
678017.736090719,4763436.32009244,945,1134,1253,1
678020.253736582,4763436.32009244,935,1152,1244,1
678022.771382446,4763436.32009244,935,1152,1244,1
678355.100636467,4763436.32009244,244,407,330,3
678357.618282331,4763436.32009244,244,407,330,3
678360.135928194,4763436.32009244,248,442,370,3
678362.653574058,4763436.32009244,248,442,370,3
678365.171219922,4763436.32009244,248,442,370,3
678367.688865786,4763436.32009244,248,442,370,3
678370.20651165,4763436.32009244,242,398,327,3
678372.724157513,4763436.32009244,242,398,327,3
678375.241803377,4763436.32009244,242,398,327,3
678377.759449241,4763436.32009244,242,398,327,3
678380.277095105,4763436.32009244,240,405,326,3
678382.794740969,4763436.32009244,240,405,326,3
678385.312386832,4763436.32009244,240,405,326,3
678387.830032696,4763436.32009244,240,405,326,3
678390.34767856,4763436.32009244,222,377,362,3
678392.865324424,4763436.32009244,222,377,362,3
678395.382970287,4763436.32009244,222,377,362,3
678397.900616151,4763436.32009244,222,377,362,3
678400.418262015,4763436.32009244,161,366,266,3
678402.935907879,4763436.32009244,161,366,266,3
678405.453553743,4763436.32009244,161,366,266,3
678407.971199607,4763436.32009244,161,366,266,3
678410.48884547,4763436.32009244,209,464,318,3
678413.006491334,4763436.32009244,209,464,318,3
679754.911736736,4763436.32009244,1229,1379,1408,2
679757.429382599,4763436.32009244,1229,1379,1408,2
679759.947028463,4763436.32009244,1229,1379,1408,2
679762.464674327,4763436.32009244,1497,1508,1600,2
678020.253736582,4763433.82882363,935,1152,1244,1
678352.582990603,4763433.82882363,244,407,330,3
678355.100636467,4763433.82882363,244,407,330,3
678357.618282331,4763433.82882363,244,407,330,3
678360.135928194,4763433.82882363,248,442,370,3
678362.653574058,4763433.82882363,248,442,370,3
678365.171219922,4763433.82882363,248,442,370,3
678367.688865786,4763433.82882363,248,442,370,3
678370.20651165,4763433.82882363,242,398,327,3
678372.724157513,4763433.82882363,242,398,327,3
678375.241803377,4763433.82882363,242,398,327,3
678377.759449241,4763433.82882363,242,398,327,3
678380.277095105,4763433.82882363,240,405,326,3
678382.794740969,4763433.82882363,240,405,326,3
678385.312386832,4763433.82882363,240,405,326,3
678387.830032696,4763433.82882363,240,405,326,3
678390.34767856,4763433.82882363,222,377,362,3
678392.865324424,4763433.82882363,222,377,362,3
678395.382970287,4763433.82882363,222,377,362,3
678397.900616151,4763433.82882363,222,377,362,3
678400.418262015,4763433.82882363,161,366,266,3
678402.935907879,4763433.82882363,161,366,266,3
678405.453553743,4763433.82882363,161,366,266,3
678407.971199607,4763433.82882363,161,366,266,3
678410.48884547,4763433.82882363,209,464,318,3
679757.429382599,4763433.82882363,1229,1379,1408,2
679759.947028463,4763433.82882363,1229,1379,1408,2
679762.464674327,4763433.82882363,1497,1508,1600,2
678352.582990603,4763431.33755481,244,407,330,3
678355.100636467,4763431.33755481,244,407,330,3
678357.618282331,4763431.33755481,244,407,330,3
678360.135928194,4763431.33755481,248,442,370,3
678362.653574058,4763431.33755481,248,442,370,3
678365.171219922,4763431.33755481,248,442,370,3
678367.688865786,4763431.33755481,248,442,370,3
678370.20651165,4763431.33755481,242,398,327,3
678372.724157513,4763431.33755481,242,398,327,3
678375.241803377,4763431.33755481,242,398,327,3
678377.759449241,4763431.33755481,242,398,327,3
678380.277095105,4763431.33755481,240,405,326,3
678382.794740969,4763431.33755481,240,405,326,3
678385.312386832,4763431.33755481,240,405,326,3
678387.830032696,4763431.33755481,240,405,326,3
678390.34767856,4763431.33755481,222,377,362,3
678392.865324424,4763431.33755481,222,377,362,3
678395.382970287,4763431.33755481,222,377,362,3
678397.900616151,4763431.33755481,222,377,362,3
678400.418262015,4763431.33755481,161,366,266,3
678402.935907879,4763431.33755481,161,366,266,3
678405.453553743,4763431.33755481,161,366,266,3
678407.971199607,4763431.33755481,161,366,266,3
679757.429382599,4763431.33755481,1229,1379,1408,2
679759.947028463,4763431.33755481,1229,1379,1408,2
679762.464674327,4763431.33755481,1497,1508,1600,2
678350.065344739,4763428.846286,215,453,311,3
678352.582990603,4763428.846286,215,453,311,3
678355.100636467,4763428.846286,215,453,311,3
678357.618282331,4763428.846286,215,453,311,3
678360.135928194,4763428.846286,246,421,336,3
678362.653574058,4763428.846286,246,421,336,3
678365.171219922,4763428.846286,246,421,336,3
678367.688865786,4763428.846286,246,421,336,3
678370.20651165,4763428.846286,232,452,351,3
678372.724157513,4763428.846286,232,452,351,3
678375.241803377,4763428.846286,232,452,351,3
678377.759449241,4763428.846286,232,452,351,3
678380.277095105,4763428.846286,242,461,370,3
678382.794740969,4763428.846286,242,461,370,3
678385.312386832,4763428.846286,242,461,370,3
678387.830032696,4763428.846286,242,461,370,3
678390.34767856,4763428.846286,292,450,361,3
678392.865324424,4763428.846286,292,450,361,3
678395.382970287,4763428.846286,292,450,361,3
678397.900616151,4763428.846286,292,450,361,3
678400.418262015,4763428.846286,282,496,349,3
678402.935907879,4763428.846286,282,496,349,3
678405.453553743,4763428.846286,282,496,349,3
678350.065344739,4763426.35501719,215,453,311,3
678352.582990603,4763426.35501719,215,453,311,3
678355.100636467,4763426.35501719,215,453,311,3
678357.618282331,4763426.35501719,215,453,311,3
678360.135928194,4763426.35501719,246,421,336,3
678362.653574058,4763426.35501719,246,421,336,3
678365.171219922,4763426.35501719,246,421,336,3
678367.688865786,4763426.35501719,246,421,336,3
678370.20651165,4763426.35501719,232,452,351,3
678372.724157513,4763426.35501719,232,452,351,3
678375.241803377,4763426.35501719,232,452,351,3
678377.759449241,4763426.35501719,232,452,351,3
678380.277095105,4763426.35501719,242,461,370,3
678382.794740969,4763426.35501719,242,461,370,3
678385.312386832,4763426.35501719,242,461,370,3
678387.830032696,4763426.35501719,242,461,370,3
678390.34767856,4763426.35501719,292,450,361,3
678392.865324424,4763426.35501719,292,450,361,3
678395.382970287,4763426.35501719,292,450,361,3
678397.900616151,4763426.35501719,292,450,361,3
678400.418262015,4763426.35501719,282,496,349,3
678402.935907879,4763426.35501719,282,496,349,3
678347.547698875,4763423.86374838,157,322,240,3
678350.065344739,4763423.86374838,215,453,311,3
678352.582990603,4763423.86374838,215,453,311,3
678355.100636467,4763423.86374838,215,453,311,3
678357.618282331,4763423.86374838,215,453,311,3
678360.135928194,4763423.86374838,246,421,336,3
678362.653574058,4763423.86374838,246,421,336,3
678365.171219922,4763423.86374838,246,421,336,3
678367.688865786,4763423.86374838,246,421,336,3
678370.20651165,4763423.86374838,232,452,351,3
678372.724157513,4763423.86374838,232,452,351,3
678375.241803377,4763423.86374838,232,452,351,3
678377.759449241,4763423.86374838,232,452,351,3
678380.277095105,4763423.86374838,242,461,370,3
678382.794740969,4763423.86374838,242,461,370,3
678385.312386832,4763423.86374838,242,461,370,3
678387.830032696,4763423.86374838,242,461,370,3
678390.34767856,4763423.86374838,292,450,361,3
678392.865324424,4763423.86374838,292,450,361,3
678395.382970287,4763423.86374838,292,450,361,3
678397.900616151,4763423.86374838,292,450,361,3
678400.418262015,4763423.86374838,282,496,349,3
678402.935907879,4763423.86374838,282,496,349,3
678347.547698875,4763421.37247957,157,322,240,3
678350.065344739,4763421.37247957,215,453,311,3
678352.582990603,4763421.37247957,215,453,311,3
678355.100636467,4763421.37247957,215,453,311,3
678357.618282331,4763421.37247957,215,453,311,3
678360.135928194,4763421.37247957,246,421,336,3
678362.653574058,4763421.37247957,246,421,336,3
678365.171219922,4763421.37247957,246,421,336,3
678367.688865786,4763421.37247957,246,421,336,3
678370.20651165,4763421.37247957,232,452,351,3
678372.724157513,4763421.37247957,232,452,351,3
678375.241803377,4763421.37247957,232,452,351,3
678377.759449241,4763421.37247957,232,452,351,3
678380.277095105,4763421.37247957,242,461,370,3
678382.794740969,4763421.37247957,242,461,370,3
678385.312386832,4763421.37247957,242,461,370,3
678387.830032696,4763421.37247957,242,461,370,3
678390.34767856,4763421.37247957,292,450,361,3
678392.865324424,4763421.37247957,292,450,361,3
678395.382970287,4763421.37247957,292,450,361,3
678397.900616151,4763421.37247957,292,450,361,3
678400.418262015,4763421.37247957,282,496,349,3
678345.030053012,4763418.88121075,167,376,283,3
678347.547698875,4763418.88121075,167,376,283,3
678350.065344739,4763418.88121075,232,486,322,3
678352.582990603,4763418.88121075,232,486,322,3
678355.100636467,4763418.88121075,232,486,322,3
678357.618282331,4763418.88121075,232,486,322,3
678360.135928194,4763418.88121075,234,487,373,3
678362.653574058,4763418.88121075,234,487,373,3
678365.171219922,4763418.88121075,234,487,373,3
678367.688865786,4763418.88121075,234,487,373,3
678370.20651165,4763418.88121075,225,524,354,3
678372.724157513,4763418.88121075,225,524,354,3
678375.241803377,4763418.88121075,225,524,354,3
678377.759449241,4763418.88121075,225,524,354,3
678380.277095105,4763418.88121075,242,396,354,3
678382.794740969,4763418.88121075,242,396,354,3
678385.312386832,4763418.88121075,242,396,354,3
678387.830032696,4763418.88121075,242,396,354,3
678390.34767856,4763418.88121075,305,487,440,3
678392.865324424,4763418.88121075,305,487,440,3
678395.382970287,4763418.88121075,305,487,440,3
678397.900616151,4763418.88121075,305,487,440,3
678345.030053012,4763416.38994194,167,376,283,3
678347.547698875,4763416.38994194,167,376,283,3
678350.065344739,4763416.38994194,232,486,322,3
678352.582990603,4763416.38994194,232,486,322,3
678355.100636467,4763416.38994194,232,486,322,3
678357.618282331,4763416.38994194,232,486,322,3
678360.135928194,4763416.38994194,234,487,373,3
678362.653574058,4763416.38994194,234,487,373,3
678365.171219922,4763416.38994194,234,487,373,3
678367.688865786,4763416.38994194,234,487,373,3
678370.20651165,4763416.38994194,225,524,354,3
678372.724157513,4763416.38994194,225,524,354,3
678375.241803377,4763416.38994194,225,524,354,3
678377.759449241,4763416.38994194,225,524,354,3
678380.277095105,4763416.38994194,242,396,354,3
678382.794740969,4763416.38994194,242,396,354,3
678385.312386832,4763416.38994194,242,396,354,3
678387.830032696,4763416.38994194,242,396,354,3
678390.34767856,4763416.38994194,305,487,440,3
678392.865324424,4763416.38994194,305,487,440,3
678395.382970287,4763416.38994194,305,487,440,3
678342.512407148,4763413.89867313,167,376,283,3
678345.030053012,4763413.89867313,167,376,283,3
678347.547698875,4763413.89867313,167,376,283,3
678350.065344739,4763413.89867313,232,486,322,3
678352.582990603,4763413.89867313,232,486,322,3
678355.100636467,4763413.89867313,232,486,322,3
678357.618282331,4763413.89867313,232,486,322,3
678360.135928194,4763413.89867313,234,487,373,3
678362.653574058,4763413.89867313,234,487,373,3
678365.171219922,4763413.89867313,234,487,373,3
678367.688865786,4763413.89867313,234,487,373,3
678370.20651165,4763413.89867313,225,524,354,3
678372.724157513,4763413.89867313,225,524,354,3
678375.241803377,4763413.89867313,225,524,354,3
678377.759449241,4763413.89867313,225,524,354,3
678380.277095105,4763413.89867313,242,396,354,3
678382.794740969,4763413.89867313,242,396,354,3
678385.312386832,4763413.89867313,242,396,354,3
678387.830032696,4763413.89867313,242,396,354,3
678390.34767856,4763413.89867313,305,487,440,3
678392.865324424,4763413.89867313,305,487,440,3
678342.512407148,4763411.40740432,167,376,283,3
678345.030053012,4763411.40740432,167,376,283,3
678347.547698875,4763411.40740432,167,376,283,3
678350.065344739,4763411.40740432,232,486,322,3
678352.582990603,4763411.40740432,232,486,322,3
678355.100636467,4763411.40740432,232,486,322,3
678357.618282331,4763411.40740432,232,486,322,3
678360.135928194,4763411.40740432,234,487,373,3
678362.653574058,4763411.40740432,234,487,373,3
678365.171219922,4763411.40740432,234,487,373,3
678367.688865786,4763411.40740432,234,487,373,3
678370.20651165,4763411.40740432,225,524,354,3
678372.724157513,4763411.40740432,225,524,354,3
678375.241803377,4763411.40740432,225,524,354,3
678377.759449241,4763411.40740432,225,524,354,3
678380.277095105,4763411.40740432,242,396,354,3
678382.794740969,4763411.40740432,242,396,354,3
678385.312386832,4763411.40740432,242,396,354,3
678387.830032696,4763411.40740432,242,396,354,3
678390.34767856,4763411.40740432,305,487,440,3
678392.865324424,4763411.40740432,305,487,440,3
678347.547698875,4763408.91613551,157,349,239,3
678350.065344739,4763408.91613551,250,496,301,3
678352.582990603,4763408.91613551,250,496,301,3
678355.100636467,4763408.91613551,250,496,301,3
678357.618282331,4763408.91613551,250,496,301,3
678360.135928194,4763408.91613551,267,534,418,3
678362.653574058,4763408.91613551,267,534,418,3
678365.171219922,4763408.91613551,267,534,418,3
678367.688865786,4763408.91613551,267,534,418,3
678370.20651165,4763408.91613551,284,580,389,3
678372.724157513,4763408.91613551,284,580,389,3
678375.241803377,4763408.91613551,284,580,389,3
678377.759449241,4763408.91613551,284,580,389,3
678380.277095105,4763408.91613551,330,576,446,3
678382.794740969,4763408.91613551,330,576,446,3
678385.312386832,4763408.91613551,330,576,446,3
678387.830032696,4763408.91613551,330,576,446,3
678390.34767856,4763408.91613551,361,712,636,3
678352.582990603,4763406.42486669,250,496,301,3
678355.100636467,4763406.42486669,250,496,301,3
678357.618282331,4763406.42486669,250,496,301,3
678360.135928194,4763406.42486669,267,534,418,3
678362.653574058,4763406.42486669,267,534,418,3
678365.171219922,4763406.42486669,267,534,418,3
678367.688865786,4763406.42486669,267,534,418,3
678370.20651165,4763406.42486669,284,580,389,3
678372.724157513,4763406.42486669,284,580,389,3
678375.241803377,4763406.42486669,284,580,389,3
678377.759449241,4763406.42486669,284,580,389,3
678380.277095105,4763406.42486669,330,576,446,3
678382.794740969,4763406.42486669,330,576,446,3
678385.312386832,4763406.42486669,330,576,446,3
678387.830032696,4763406.42486669,330,576,446,3
678571.618180753,4763406.42486669,547,670,655,2
678574.135826617,4763406.42486669,547,670,655,2
678576.653472481,4763406.42486669,547,670,655,2
678579.171118344,4763406.42486669,547,670,655,2
678581.688764208,4763406.42486669,605,666,664,2
678584.206410072,4763406.42486669,605,666,664,2
678586.724055936,4763406.42486669,605,666,664,2
678589.2417018,4763406.42486669,605,666,664,2
678591.759347663,4763406.42486669,612,734,694,2
678357.618282331,4763403.93359788,250,496,301,3
678360.135928194,4763403.93359788,267,534,418,3
678362.653574058,4763403.93359788,267,534,418,3
678365.171219922,4763403.93359788,267,534,418,3
678367.688865786,4763403.93359788,267,534,418,3
678370.20651165,4763403.93359788,284,580,389,3
678372.724157513,4763403.93359788,284,580,389,3
678375.241803377,4763403.93359788,284,580,389,3
678377.759449241,4763403.93359788,284,580,389,3
678380.277095105,4763403.93359788,330,576,446,3
678382.794740969,4763403.93359788,330,576,446,3
678385.312386832,4763403.93359788,330,576,446,3
678571.618180753,4763403.93359788,547,670,655,2
678574.135826617,4763403.93359788,547,670,655,2
678576.653472481,4763403.93359788,547,670,655,2
678579.171118344,4763403.93359788,547,670,655,2
678581.688764208,4763403.93359788,605,666,664,2
678584.206410072,4763403.93359788,605,666,664,2
678586.724055936,4763403.93359788,605,666,664,2
678589.2417018,4763403.93359788,605,666,664,2
678591.759347663,4763403.93359788,612,734,694,2
678362.653574058,4763401.44232907,267,534,418,3
678365.171219922,4763401.44232907,267,534,418,3
678367.688865786,4763401.44232907,267,534,418,3
678370.20651165,4763401.44232907,284,580,389,3
678372.724157513,4763401.44232907,284,580,389,3
678375.241803377,4763401.44232907,284,580,389,3
678377.759449241,4763401.44232907,284,580,389,3
678380.277095105,4763401.44232907,330,576,446,3
678382.794740969,4763401.44232907,330,576,446,3
678571.618180753,4763401.44232907,547,670,655,2
678574.135826617,4763401.44232907,547,670,655,2
678576.653472481,4763401.44232907,547,670,655,2
678579.171118344,4763401.44232907,547,670,655,2
678581.688764208,4763401.44232907,605,666,664,2
678584.206410072,4763401.44232907,605,666,664,2
678586.724055936,4763401.44232907,605,666,664,2
678589.2417018,4763401.44232907,605,666,664,2
678591.759347663,4763401.44232907,612,734,694,2
679251.382563977,4763401.44232907,188,349,274,3
679253.900209841,4763401.44232907,188,349,274,3
679256.417855705,4763401.44232907,188,349,274,3
679258.935501568,4763401.44232907,188,349,274,3
679261.453147432,4763401.44232907,201,389,228,3
679263.970793296,4763401.44232907,201,389,228,3
679266.48843916,4763401.44232907,201,389,228,3
679269.006085024,4763401.44232907,201,389,228,3
679271.523730887,4763401.44232907,195,372,236,3
679274.041376751,4763401.44232907,195,372,236,3
679276.559022615,4763401.44232907,195,372,236,3
679279.076668479,4763401.44232907,195,372,236,3
679281.594314343,4763401.44232907,203,377,252,3
679284.111960206,4763401.44232907,203,377,252,3
679286.62960607,4763401.44232907,203,377,252,3
679289.147251934,4763401.44232907,203,377,252,3
679291.664897798,4763401.44232907,214,405,274,3
679294.182543662,4763401.44232907,214,405,274,3
679296.700189525,4763401.44232907,214,405,274,3
679299.217835389,4763401.44232907,214,405,274,3
679301.735481253,4763401.44232907,172,343,246,3
679304.253127117,4763401.44232907,172,343,246,3
679306.770772981,4763401.44232907,172,343,246,3
679309.288418844,4763401.44232907,172,343,246,3
679311.806064708,4763401.44232907,203,364,234,3
679314.323710572,4763401.44232907,203,364,234,3
679316.841356436,4763401.44232907,203,364,234,3
678367.688865786,4763398.95106026,324,663,437,3
678370.20651165,4763398.95106026,355,733,502,3
678372.724157513,4763398.95106026,355,733,502,3
678375.241803377,4763398.95106026,355,733,502,3
678377.759449241,4763398.95106026,355,733,502,3
678380.277095105,4763398.95106026,544,888,850,3
679203.547292565,4763398.95106026,194,451,256,3
679206.064938429,4763398.95106026,194,451,256,3
679208.582584293,4763398.95106026,194,451,256,3
679211.100230156,4763398.95106026,222,423,264,3
679213.61787602,4763398.95106026,222,423,264,3
679216.135521884,4763398.95106026,222,423,264,3
679218.653167748,4763398.95106026,222,423,264,3
679221.170813612,4763398.95106026,219,398,264,3
679223.688459475,4763398.95106026,219,398,264,3
679226.206105339,4763398.95106026,219,398,264,3
679228.723751203,4763398.95106026,219,398,264,3
679231.241397067,4763398.95106026,186,393,271,3
679233.759042931,4763398.95106026,186,393,271,3
679236.276688794,4763398.95106026,186,393,271,3
679238.794334658,4763398.95106026,186,393,271,3
679241.311980522,4763398.95106026,197,321,246,3
679243.829626386,4763398.95106026,197,321,246,3
679246.34727225,4763398.95106026,197,321,246,3
679248.864918113,4763398.95106026,197,321,246,3
679251.382563977,4763398.95106026,188,361,260,3
679253.900209841,4763398.95106026,188,361,260,3
